article id	publication date	researcher ids	title	doi	issn	publisher	volume	issue	pages
pub.1106018437	2018-11-01	ur.01033252503.12	A synthetic polymeric biolubricant imparts chondroprotection in a rat meniscal tear model	10.1016/j.biomaterials.2018.08.009	0267-6605	Elsevier	182	Arthritis Res. 2 2 2000	13-20
pub.1109778839	2018-11-01	ur.01233605724.49	Population and fertility by age and sex for 195 countries and territories, 1950–2017: a systematic analysis for the Global Burden of Disease Study 2017	10.1016/s0140-6736(18)32278-5	0140-6736	Elsevier	392	10159	1995-2051
pub.1106325013	2018-11-01	ur.016221236705.55	Relationship Between Central Venous Catheter Protein Adsorption and Water Infused Surface Protection Mechanisms	10.1111/aor.13274	0160-564X	Wiley	42	11	e369-e379
pub.1107353303	2018-11-01	ur.0763034260.23||ur.010240402014.24	Fine-mapping type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps	10.1038/s41588-018-0241-6	1061-4036	Springer Nature	50	11	1505-1513
pub.1109782736	2018-11-01	ur.01233605724.49	Global, regional, and national comparative risk assessment of 84 behavioural, environmental and occupational, and metabolic risks or clusters of risks for 195 countries and territories, 1990–2017: a systematic analysis for the Global Burden of Disease Study 2017	10.1016/s0140-6736(18)32225-6	0140-6736	Elsevier	392	10159	1923-1994
pub.1109785427	2018-11-01	ur.01233605724.49	Global, regional, and national age-sex-specific mortality and life expectancy, 1950–2017: a systematic analysis for the Global Burden of Disease Study 2017	10.1016/s0140-6736(18)31891-9	0140-6736	Elsevier	392	10159	1684-1735
pub.1109781779	2018-11-01	ur.01233605724.49	Global, regional, and national age-sex-specific mortality for 282 causes of death in 195 countries and territories, 1980–2017: a systematic analysis for the Global Burden of Disease Study 2017	10.1016/s0140-6736(18)32203-7	0140-6736	Elsevier	392	10159	1736-1788
pub.1107944511	2018-11-01	ur.010324435477.12	13 Use of adeno-associated viruses to inhibit Glutaredoxin-1 in mouse skeletal muscle	10.1016/j.freeradbiomed.2018.10.015	0891-5849	Elsevier	128		s25
pub.1105408030	2018-11-01	ur.0705116241.53	Exposure to tetrachloroethylene-contaminated drinking water and time to pregnancy	10.1016/j.envres.2018.07.012	0013-9351	Elsevier	167	Int. Arch. Occup. Environ. Health 69 1997	136-143
pub.1103640947	2018-11-01	ur.07371415037.57	UFD1 contributes to MYC-mediated leukemia aggressiveness through suppression of the proapoptotic unfolded protein response	10.1038/s41375-018-0141-x	0887-6924	Springer Nature	32	11	2339-2351
pub.1110196596	2018-11-01	ur.014471543471.53||ur.01330132420.37||ur.016221236705.55	Silicon Dioxide Nanowires: Silica Nanowire Growth on Coscinodiscus Species Diatom Frustules via Vapor–Liquid–Solid Process (Small 47/2018)	10.1002/smll.201870222	1613-6810	Wiley	14	47	1870222
pub.1107119910	2018-11-01	ur.01002402575.65	Cost-effectiveness of preexposure prophylaxis for HIV prevention for conception in the United States	10.1097/qad.0000000000002014	0269-9370	Wolters Kluwer	32	18	2787-2798
pub.1109782625	2018-11-01	ur.01233605724.49	Global, regional, and national incidence, prevalence, and years lived with disability for 354 diseases and injuries for 195 countries and territories, 1990–2017: a systematic analysis for the Global Burden of Disease Study 2017	10.1016/s0140-6736(18)32279-7	0140-6736	Elsevier	392	10159	1789-1858
pub.1100565988	2018-11-01	ur.012561557607.67	Response to: ‘Smoking paradox in the development of psoriatic arthritis among patients with psoriasis’ by Lee and Song	10.1136/annrheumdis-2017-212770	0003-4967	BMJ	77	11	e76
pub.1104014421	2018-11-01	ur.01143723303.18	Development and validation of the client engagement and service use scale: A pilot study	10.1016/j.schres.2018.05.006	0920-9964	Elsevier	201	Early Interv. Psychiatry 10 6 2016	343-346
pub.1109793281	2018-11-01	ur.01234512265.35	PSYCHOLOGICAL FUNCTIONING AND CARDIOMETABOLIC RISK OVER FOUR DECADES: FINDINGS FROM THE VA NORMATIVE AGING STUDY	10.1093/geroni/igy023.3136	2399-5300	Oxford University Press (OUP)	2	suppl_1	841-842
pub.1109795998	2018-11-01	ur.013515124207.40	ASSESSING THE ROLE OF SELECTION BIAS IN THE PROTECTIVE RELATIONSHIP BETWEEN CAREGIVING AND MORTALITY	10.1093/geroni/igy023.2487	2399-5300	Oxford University Press (OUP)	2	suppl_1	667-668
pub.1109786956	2018-11-01	ur.0606500320.35	MOLECULAR MECHANISMS OF LIFESPAN EXTENSION IN YEAST WITH IMPAIRED RIBOSOME RECYCLING	10.1093/geroni/igy023.379	2399-5300	Oxford University Press (OUP)	2	suppl_1	101-101
pub.1106294731	2018-11-01	ur.01077735446.39	Mediterranean diet pattern and sleep duration and insomnia symptoms in the Multi-Ethnic Study of Atherosclerosis.	10.1093/sleep/zsy158	0161-8105	Oxford University Press (OUP)	41	11	
pub.1109792536	2018-11-01	ur.0746723400.29	GERIATRIC PATIENT-ALIGNED CARE TEAMS IN THE VETERANS HEALTH ADMINISTRATION: HOW ARE THEY STRUCTURED?	10.1093/geroni/igy023.2974	2399-5300	Oxford University Press (OUP)	2	suppl_1	801-801
pub.1109795837	2018-11-01	ur.01033261006.89	BRAIN HEALTH MONITORING PLATFORM: THE CLINICAL APPLICATIONS OF DIGITAL TECHNOLOGY IN NEUROLOGICAL DISORDERS	10.1093/geroni/igy023.270	2399-5300	Oxford University Press (OUP)	2	suppl_1	72-72
pub.1109791223	2018-11-01	ur.016254025453.35	GENETIC INFLUENCE ON AGE OF MENOPAUSE IN THE LONG LIFE FAMILY STUDY AND HEALTH AND RETIREMENT STUDY	10.1093/geroni/igy023.375	2399-5300	Oxford University Press (OUP)	2	suppl_1	100-100
pub.1109790908	2018-11-01	ur.01234512265.35	OPTIMISM AND BIOLOGICAL AGING	10.1093/geroni/igy023.3138	2399-5300	Oxford University Press (OUP)	2	suppl_1	842-842
pub.1109788102	2018-11-01	ur.016254025453.35	ETHNIC-SPECIFIC EFFECT OF APOE ALLELES ON EXTREME LONGEVITY	10.1093/geroni/igy023.373	2399-5300	Oxford University Press (OUP)	2	suppl_1	99-100
pub.1109789090	2018-11-01	ur.013515124207.40	CES-D SUBCOMPONENTS AND CLINICALLY MEANINGFUL WEIGHT LOSS: LONGITUDINAL ASSOCIATIONS IN OLDER WOMEN	10.1093/geroni/igy023.1792	2399-5300	Oxford University Press (OUP)	2	suppl_1	480-480
pub.1109792293	2018-11-01	ur.0746723400.29	MENTAL HEALTH INTEGRATION IN GERI PACT	10.1093/geroni/igy023.2976	2399-5300	Oxford University Press (OUP)	2	suppl_1	801-802
pub.1109788352	2018-11-01	ur.01234512265.35	UNITING PSYCHOSOCIAL AND BIOMARKER RESEARCH IN AGING AND HEALTH: IDENTIFYING INTEGRATIVE PATHWAYS	10.1093/geroni/igy023.3135	2399-5300	Oxford University Press (OUP)	2	suppl_1	841-841
pub.1109801224	2018-11-01	ur.0606500320.35	TIS11 AND CTH1 DEFICIENCY LEADS TO METABOLIC REPROGRAMING AND EXTENDS REPLICATIVE LIFESPAN IN YEAST	10.1093/geroni/igy023.1610	2399-5300	Oxford University Press (OUP)	2	suppl_1	430-430
pub.1109802348	2018-11-01	ur.016254025453.35	PROTEIN SIGNATURES OF EXTREME OLD AGE AND LONGEVITY	10.1093/geroni/igy023.234	2399-5300	Oxford University Press (OUP)	2	suppl_1	62-62
pub.1106119483	2018-11-01	ur.014620650437.58	Subthreshold PTSD and PTSD in a prospective‐longitudinal cohort of military personnel: Potential targets for preventive interventions	10.1002/da.22819	1091-4269	Wiley	35	11	1048-1055
pub.1107950613	2018-11-01	ur.0662334470.09	225 Altered microbiome-enteric glial cell-NADPH oxidase axis is key to deployment-associated gastrointestinal inflammatory phenotypes	10.1016/j.freeradbiomed.2018.10.231	0891-5849	Elsevier	128		s98
pub.1104329836	2018-11-01	ur.01006136262.04||ur.0671712034.35	Measurement of flow‐mediated dilation of mouse femoral artery in vivo by optical coherence tomography	10.1002/jbio.201800053	1864-063X	Wiley	11	11	e201800053
pub.1106584887	2018-11-01	ur.0746723400.29	Factor structure of the Q-LES-Q short form in an enrolled mental health clinic population	10.1007/s11136-018-1963-8	0962-9343	Springer Nature	27	11	2953-2964
pub.1107221218	2018-11-01	ur.0704015755.33	Opioid and cocaine use among primary care patients on buprenorphine - self-report and urine drug tests	10.1016/j.drugalcdep.2018.08.010	0376-8716	Elsevier	192	Arch. Int. Med. 171 2011	245-249
pub.1101141553	2018-11-01	ur.01270440653.75	Analysis of Class Characteristics of Reciprocating Saws,	10.1111/1556-4029.13759	0022-1198	Wiley	63	6	1661-1672
pub.1105976543	2018-11-01	ur.013714573517.10	Earnings Announcement Promotions: A Yahoo Finance Field Experiment	10.1016/j.jacceco.2018.08.004	0165-4101	Elsevier	66	Review of Accounting Studies 15 2010	399-414
pub.1105931915	2018-11-01	ur.01266564761.00	Exploring Host-Microbe Interactions in Lung Cancer	10.1164/rccm.201807-1225ed	1073-449X	American Thoracic Society	198	9	1116-1118
pub.1085511472	2018-11-01	ur.012077125441.11	Distributed Voltage Control in Distribution Networks: Online and Robust Implementations	10.1109/tsg.2017.2703642	1949-3053	Institute of Electrical and Electronics Engineers (IEEE)	9	6	6106-6117
pub.1111307063	2018-11-01	ur.01143235167.73	Thirty-day Complications and Readmission Rates in Elderly Patients After Shoulder Arthroplasty.	10.5435/jaaosglobal-d-18-00068	2474-7661	Wolters Kluwer	2	11	e068
pub.1107256961	2018-11-01	ur.0715637763.26	Parent- and Observer-Rated Positive Affect in Early Childhood: Genetic Overlap and Environmental Specificity	10.1007/s10519-018-9924-0	0001-8244	Springer Nature	48	6	432-439
pub.1106829258	2018-11-01	ur.0746723400.29	Employee Perceptions of Safety, Health, and Well-Being	10.1097/jom.0000000000001445	1076-2752	Wolters Kluwer	60	11	e582-e588
pub.1106019808	2018-11-01	ur.0746723400.29	Evaluating the Implementation of Project Re-Engineered Discharge (RED) in Five Veterans Health Administration (VHA) Hospitals	10.1016/j.jcjq.2018.01.007	1553-7250	Elsevier	44	11	663-673
pub.1107947593	2018-11-01	ur.01033261006.89	Genome Analyses of >200,000 Individuals Identify 58 Loci for Chronic Inflammation and Highlight Pathways that Link Inflammation and Complex Disorders	10.1016/j.ajhg.2018.09.009	0002-9297	Elsevier	103	5	691-706
pub.1107417206	2018-11-01	ur.011475355401.49	Microscopic Electronic Inhomogeneity in the High- T c Superconductor Bi 2 Sr 2 CaCu 2 O 8+ x	10.1142/9789813273146_0008	2382-5960	World Scientific Publishing			77-88
pub.1105138803	2018-11-01	ur.01344445762.36	Short-Term Contact Kinematic Changes and Longer-Term Biochemical Changes in the Cartilage After ACL Reconstruction: A Pilot Study	10.1007/s10439-018-2079-6	0145-3068	Springer Nature	46	11	1797-1805
pub.1105682765	2018-11-01	ur.0776032070.34	Home Matters: Adolescents Drink More Sugar-Sweetened Beverages When Available at Home	10.1016/j.jpeds.2018.06.046	0022-3476	Elsevier	202	Obesity (Silver Spring) 26 2018	121-128
pub.1107261156	2018-11-01	ur.013267504674.41	Pathway mechanism for excitatory and inhibitory control in working memory.	10.1152/jn.00936.2017	0022-3077	American Physiological Society	120	5	2659-2678
pub.1106312298	2018-11-01	ur.015664665201.80	From Modern to Contemporary: Cataloging Recent Histories of Architecture and Urbanism in Asia	10.1177/0096144218794599	0096-1442	SAGE Publications	44	6	1258-1264
pub.1105686496	2018-11-01	ur.011661302631.33	End-to-End Analysis and Design of a Drone Flight Controller	10.1109/tcad.2018.2857399	0278-0070	Institute of Electrical and Electronics Engineers (IEEE)	37	11	2404-2415
pub.1106132886	2018-11-01	ur.07717672120.17	Neural circuits for learning context-dependent associations of stimuli	10.1016/j.neunet.2018.07.018	0893-6080	Elsevier	107	Cerebral Cortex 22 3 2012	48-60
pub.1107496818	2018-11-01	ur.011156131672.13	Product differentiation with multiple qualities	10.1016/j.ijindorg.2018.10.002	0167-7187	Elsevier	61	Journal of Economic Theory 77 1 1997	380-412
pub.1106835520	2018-11-02	ur.013552101303.08||ur.01177575443.88	A biochemical and genetic discovery pipeline identifies PLCδ4b as a nonreceptor activator of heterotrimeric G-proteins	10.1074/jbc.ra118.003580	0021-9258	American Society for Biochemistry & Molecular Biology (ASBMB)	293	44	16964-16983
pub.1110040179	2018-11-02	ur.011460045523.24||ur.010240402014.24	Association of Obesity With Mortality Over 24 Years of Weight History: Findings From the Framingham Heart Study.	10.1001/jamanetworkopen.2018.4587	2574-3805	American Medical Association (AMA)	1	7	e184587
pub.1107992759	2018-11-02	ur.01031410061.21||ur.0707030450.48	Optoacoustic brains stimulation at submillimeter spatial precision	10.1101/459933		Cold Spring Harbor Laboratory			459933
pub.1108041496	2018-11-05	ur.012473515721.10	Communication interventions for autism spectrum disorder in minimally verbal children	10.1002/14651858.cd012324.pub2	1361-6137	Wiley	11	11	cd012324
pub.1107527942	2018-11-05	ur.011077723527.49	A Positive Feedback Between Sediment Deposition and Tidal Prism May Affect the Morphodynamic Evolution of Tidal Deltas	10.1029/2018jf004639	2169-9003	American Geophysical Union (AGU)			
pub.1108055630	2018-11-06	ur.015751264660.44	Assessment of knee pain from MRI scans using a convolutional Siamese network	10.1101/463497		Cold Spring Harbor Laboratory			463497
pub.1109772563	2018-11-08	ur.015742634005.54	Traitor-Tracing from LWE Made Simple and Attribute-Based	10.1007/978-3-030-03810-6_13	0302-9743	Springer Nature	11240		341-369
pub.1109795878	2018-11-09	ur.010322172267.15	Comparison of proinsulin and C-peptide secretion in healthy versus long-standing type 1 diabetes mellitus cohorts: A pilot study	10.1371/journal.pone.0207065	1932-6203	Public Library of Science (PLoS)	13	11	e0207065
pub.1109975198	2018-11-12	ur.013521610134.98	Ultrawide strain-tuning of light emission from InGaAs nanomembranes	10.1063/1.5055869	0003-6951	AIP Publishing	113	20	201105
pub.1109892644	2018-11-13	ur.0662334470.09	The Multiple Hit Hypothesis for Gulf War Illness: Self-Reported Chemical/Biological Weapons Exposure and Mild Traumatic Brain Injury	10.3390/brainsci8110198	2076-3425	MDPI	8	11	198
pub.1109825332	2018-11-13	ur.012673424616.12	A neural microcircuit model for a scalable scale‐invariant representation of time	10.1002/hipo.22994	1050-9631	Wiley			
pub.1109932652	2018-11-15	ur.01264254057.35	Deep learning model for ultrafast multifrequency optical property extractions for spatial frequency domain imaging.	10.1364/ol.43.005669	0146-9592	The Optical Society	43	22	5669-5672
pub.1103943301	2018-11-15	ur.013766172026.92	A Disintegrin and Metalloproteinase Domain-8: A Novel Protective Proteinase in Chronic Obstructive Pulmonary Disease	10.1164/rccm.201707-1331oc	1073-449X	American Thoracic Society	198	10	1254-1267
pub.1109925447	2018-11-16	ur.0704015755.33||ur.01002402575.65	Serodiscordant partnerships and opportunities for pre-exposure prophylaxis among partners of women and men living with HIV in St. Petersburg, Russia	10.1371/journal.pone.0207402	1932-6203	Public Library of Science (PLoS)	13	11	e0207402
pub.1110014809	2018-11-17	ur.010240402014.24	Are older adults' home exposures to secondhand smoking during earlier life stages associated with current health status and life satisfaction in China? A multilevel approach	10.1080/15332640.2018.1530627	1533-2640	Taylor & Francis			1-15
pub.1110069105	2018-11-20	ur.013246305556.95	Relationships between development policy, SMEs and total factor productivity in Thailand	10.1080/15475778.2018.1509423	1068-6061	Taylor & Francis			1-16
pub.1107224341	2018-11-21	ur.013267504674.41	Specificity of primate amygdalar pathways to hippocampus	10.1523/jneurosci.1267-18.2018	0270-6474	Society for Neuroscience	38	47	1267-18
pub.1110102748	2018-11-22	ur.011067217027.81	Early treatment narcissism associated with later social and sexual functioning among psychotherapy clients	10.1002/capr.12199	1473-3145	Wiley			
pub.1110097055	2018-11-22	ur.01047761776.48	Negative‐Imaging of Citrate Layers on Gold Nanoparticles by Ligand‐Templated Metal Deposition: Revealing Surface Heterogeneity	10.1002/ppsc.201800329	0934-0866	Wiley			1800329
pub.1110201872	2018-11-25	ur.014243662315.66||ur.012121454115.97||ur.015107356115.96	Predicting diabetes-related hospitalizations based on electronic health records.	10.1177/0962280218810911	0962-2802	SAGE Publications			962280218810911
pub.1110206813	2018-11-26	ur.01344134026.10	858. Preoperative “Dirty” Urinalysis Leads to Antibiotic Use Without Benefit	10.1093/ofid/ofy209.043	2328-8957	Oxford University Press (OUP)	5	suppl_1	s19-s20
pub.1110196287	2018-11-26	ur.01344134026.10	163. Development of an Electronic Flagging Tool for Identifying Cardiac Device Infections: Insights from the VA CART Program	10.1093/ofid/ofy209.033	2328-8957	Oxford University Press (OUP)	5	suppl_1	s15-s15
